BIBTEXKEY,author_first,author_year,citation,study,summarized_in,pub_year,fig_table,age,age_units,age_mos,age_grp_rog,binoc_monoc,eye,n_participants,distance_cm,start_card_cyc_deg,mean_acuity_cyc_deg,lower_limit_cyc_deg,closest_card_cyc_deg,upper_limit_cyc_deg,sd,sd_units,country,card_type
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555810",NA,NA,,Sarbajna2024-yo,9,mos,,9,monoc,OU,1,NA,NA,6.5,NA,NA,NA,NA,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555811",NA,NA,,Sarbajna2024-yo,10,mos,,10,monoc,OD,5,NA,NA,7.48,NA,NA,NA,2.22,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555812",NA,NA,,Sarbajna2024-yo,10,mos,,10,monoc,OS,5,NA,NA,8.84,NA,NA,NA,1.8,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555813",NA,NA,,Sarbajna2024-yo,10,mos,,10,binoc,OU,5,NA,NA,8.83,NA,NA,NA,1.8,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555814",NA,NA,,Sarbajna2024-yo,11,mos,,11,monoc,OD,1,NA,NA,9.8,NA,NA,NA,NA,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555815",NA,NA,,Sarbajna2024-yo,11,mos,,11,monoc,OS,1,NA,NA,9.8,NA,NA,NA,NA,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555816",NA,NA,,Sarbajna2024-yo,11,mos,,11,binoc,OU,1,NA,NA,9.8,NA,NA,NA,NA,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555817",NA,NA,,Sarbajna2024-yo,12,mos,,12,monoc,OD,19,NA,NA,9.1,NA,NA,NA,1.38,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555818",NA,NA,,Sarbajna2024-yo,12,mos,,12,monoc,OS,19,NA,NA,9.1,NA,NA,NA,1.38,cyc_deg,india,tac_ii
Sarbajna2024-yo,Sarbajna,Sarbajna2024,"Sarbajna, P., Vinekar, A., Manna, P., Berendschot, T., Webers, C. A. B., Shetty, R., & Karmakar, S. (2024). Comparison of age-appropriate visual acuity tests based on preferential looking principles in infants with retinopathy of prematurity. JOJ Ophthalmology, 10(3). https://doi.org/10.19080/jojo.2024.10.555819",NA,NA,,Sarbajna2024-yo,12,mos,,12,binoc,OU,19,NA,NA,9.1,NA,NA,NA,1.38,cyc_deg,india,tac_ii
